year,date,carrier,origin_city,destination,dep_delay,arr_delay,cancelled,diverted,air_time,distance
2017,2017/3/17,UA,Chicago,New York,-5,4,NO,NO,98,733
2017,2017/3/16,UA,Rochester,Chicago,,,YES,NO,,528
2017,2017/3/15,UA,New York,Chicago,0,4,NO,NO,100,733
2017,2017/3/4,UA,New York,Chicago,-8,14,NO,NO,124,733
2017,2017/3/3,UA,New York,Chicago,-3,11,NO,NO,112,733
2017,2017/3/3,UA,Houston,New York,9,20,NO,NO,169,1416
2017,2017/3/2,UA,Chicago,New York,,,YES,NO,,733
2017,2017/3/2,UA,Houston,New York,25,5,NO,NO,165,1416
2017,2017/3/1,UA,New York,Chicago,-1,10,NO,NO,130,733
2017,2017/4/18,AA,New York,Chicago,-9,10,NO,NO,118,733
2017,2017/4/13,AA,Atlanta,New York,-6,4,NO,NO,103,762
2017,2017/4/10,AA,New York,Atlanta,-6,6,NO,NO,111,762
2017,2017/4/7,AA,Atlanta,New York,2,7,NO,NO,104,762
2017,2017/4/9,AA,New York,Atlanta,4,6,NO,NO,108,762
2017,2017/4/3,AA,Chicago,New York,0,5,NO,NO,99,733
2017,2017/4/26,AA,Boston,New York,-7,5,NO,NO,42,187
2017,2017/4/22,AA,New York,Boston,-8,8,NO,NO,34,187
2017,2017/4/9,AA,New York,Atlanta,-1,12,NO,NO,109,762
2017,2017/4/27,AA,Atlanta,New York,109,6,NO,NO,132,762
2017,2017/4/6,AA,New York,Boston,133,8,NO,NO,40,187
2017,2017/4/28,AA,New York,Washington,-2,6,NO,NO,46,214
2017,2017/4/5,AA,Boston,New York,-5,18,NO,NO,45,184
2017,2017/4/10,AA,New York,Boston,-7,4,NO,NO,42,184
2017,2017/4/20,AA,New York,Boston,30,11,NO,NO,33,184
2017,2017/4/28,AA,New York,Washington,-5,4,NO,NO,51,214
2017,2017/4/11,AA,New York,Washington,-2,29,NO,NO,45,214
2017,2017/4/20,AA,Boston,New York,-6,6,NO,NO,52,184
2017,2017/4/3,AA,Boston,New York,-6,18,NO,NO,43,184
2017,2017/4/11,AA,New York,Boston,-7,5,NO,NO,41,184
2017,2017/4/21,AA,Washington,New York,-6,5,NO,NO,38,214
2017,2017/4/26,AA,Washington,New York,12,15,NO,NO,57,214
2017,2017/4/30,AA,Boston,New York,-3,8,NO,NO,47,184
2017,2017/4/5,AA,Boston,New York,-7,8,NO,NO,43,184
2017,2017/4/17,AA,New York,Boston,-8,8,NO,NO,36,184
2017,2017/4/24,AA,New York,Washington,-8,2,NO,NO,67,214
2017,2017/4/5,AA,New York,Washington,-6,4,NO,NO,53,214
2017,2017/4/11,AA,Boston,New York,-7,9,NO,NO,44,184
2017,2017/4/13,AA,New York,Boston,-4,4,NO,NO,37,184
2017,2017/4/18,AA,Boston,New York,-3,6,NO,NO,53,184
2017,2017/4/26,AA,New York,Boston,-5,6,NO,NO,39,184
2017,2017/4/6,AA,New York,Washington,,,YES,NO,,214
2017,2017/4/16,AA,Boston,New York,152,8,NO,NO,44,184
2017,2017/4/20,AA,Boston,New York,1,5,NO,NO,49,184
2017,2017/4/17,AA,Boston,New York,-6,4,NO,NO,48,184
2017,2017/4/26,AA,Boston,New York,,,YES,NO,,184
2017,2017/4/6,AA,New York,Boston,,,YES,NO,,184
2017,2017/4/21,AA,New York,Washington,30,3,NO,NO,53,213
2017,2017/4/3,AA,New York,Chicago,16,17,NO,NO,124,740
2017,2017/4/29,AA,New York,Chicago,1,21,NO,NO,128,740
2017,2017/4/30,UA,Chicago,New York,-3,6,NO,NO,99,733
2017,2017/4/28,UA,New York,Houston,-3,8,NO,NO,214,1416
2017,2017/4/28,UA,Chicago,New York,-5,6,NO,NO,96,733
2017,2017/4/28,UA,New York,Houston,-7,4,NO,NO,218,1416
2017,2017/4/27,UA,New York,Houston,-3,5,NO,NO,211,1416
2017,2017/4/27,UA,Houston,New York,105,7,NO,NO,186,1416
2017,2017/4/26,UA,New York,Chicago,-1,9,NO,NO,104,733
2017,2017/4/12,UA,Houston,New York,-1,8,NO,NO,172,1416
2017,2017/4/12,UA,New York,Chicago,-2,22,NO,NO,121,733
2017,2017/4/11,UA,Chicago,New York,22,8,NO,NO,92,733
2017,2017/4/11,UA,Chicago,Rochester,-6,7,NO,NO,67,528
2017,2017/4/10,UA,Chicago,New York,10,5,NO,NO,105,733
2017,2017/4/10,UA,New York,Chicago,140,24,NO,NO,111,733
2017,2017/4/9,UA,New York,Chicago,14,3,NO,NO,113,733
2017,2017/4/26,UA,New York,Houston,26,6,NO,NO,193,1416
2017,2017/4/25,UA,Chicago,New York,-4,12,NO,NO,101,733
2017,2017/4/25,UA,Houston,New York,66,3,NO,NO,178,1416
2017,2017/4/24,UA,New York,Houston,-4,4,NO,NO,199,1416
2017,2017/4/24,UA,Houston,New York,-1,7,NO,NO,173,1416
2017,2017/4/23,UA,Chicago,New York,-6,13,NO,NO,103,733
2017,2017/4/23,UA,New York,Houston,-3,8,NO,NO,205,1416
2017,2017/4/22,UA,Houston,New York,-3,5,NO,NO,162,1416
2017,2017/4/8,UA,New York,Houston,-7,7,NO,NO,183,1416
2017,2017/4/7,UA,Chicago,New York,9,4,NO,NO,99,733
2017,2017/4/7,UA,Houston,New York,-4,5,NO,NO,179,1416
2017,2017/4/6,UA,New York,Chicago,132,11,NO,NO,103,733
2017,2017/4/6,UA,Rochester,Chicago,-7,13,NO,NO,96,528
2017,2017/4/5,UA,Chicago,New York,-6,5,NO,NO,98,733
2017,2017/4/5,UA,New York,Houston,9,11,NO,NO,210,1416
2017,2017/4/4,UA,Rochester,Chicago,0,12,NO,NO,95,528
2017,2017/4/4,UA,Houston,New York,0,5,NO,NO,169,1416
2017,2017/4/21,UA,New York,Houston,-9,10,NO,NO,202,1416
2017,2017/4/21,UA,New York,Houston,-5,7,NO,NO,205,1416
2017,2017/4/20,UA,New York,Chicago,-8,3,NO,NO,132,733
2017,2017/4/19,UA,Chicago,New York,-2,7,NO,NO,106,733
2017,2017/4/19,UA,Houston,New York,11,4,NO,NO,185,1416
2017,2017/4/18,UA,Houston,New York,-2,4,NO,NO,169,1416
2017,2017/4/18,UA,Chicago,New York,-9,5,NO,NO,101,733
2017,2017/4/3,UA,Chicago,Rochester,179,4,NO,NO,69,528
2017,2017/4/1,UA,New York,Houston,-1,7,NO,NO,201,1416
2017,2017/4/17,UA,Chicago,New York,-3,7,NO,NO,89,733
2017,2017/4/17,UA,New York,Chicago,-11,19,NO,NO,127,733
2017,2017/4/16,UA,Chicago,Rochester,-11,6,NO,NO,66,528
2017,2017/4/15,UA,Houston,New York,38,4,NO,NO,174,1416
2017,2017/4/14,UA,New York,Houston,-7,5,NO,NO,194,1416
2017,2017/4/14,UA,New York,Houston,-4,16,NO,NO,189,1416
2017,2017/4/13,UA,New York,Chicago,-12,11,NO,NO,116,733
2017,2017/4/9,F9,New York,Atlanta,-3,18,NO,NO,102,762
2017,2017/4/16,F9,New York,Atlanta,-5,12,NO,NO,103,762
2017,2017/4/30,F9,New York,Atlanta,-8,10,NO,NO,115,762
2017,2017/4/6,NK,Chicago,New York,-13,19,NO,NO,103,733
2017,2017/4/16,NK,New York,Chicago,-8,5,NO,NO,107,733
2017,2017/4/8,OO,New York,Chicago,2,4,NO,NO,112,733
2017,2017/4/1,OO,Chicago,New York,-2,3,NO,NO,93,733
2017,2017/4/2,OO,Chicago,New York,27,4,NO,NO,93,733
2017,2017/4/3,OO,Chicago,New York,7,6,NO,NO,93,733
2017,2017/4/19,OO,Chicago,New York,-3,5,NO,NO,100,733
2017,2017/4/20,OO,New York,Chicago,826,14,NO,NO,129,733
2017,2017/4/11,OO,Chicago,New York,1,9,NO,NO,99,733
2017,2017/4/12,OO,Chicago,New York,-4,6,NO,NO,98,733
2017,2017/4/16,OO,Chicago,New York,-1,5,NO,NO,105,733
2017,2017/4/1,VX,San Francisco,New York,29,15,NO,NO,306,2586
2017,2017/4/11,VX,San Francisco,New York,-3,8,NO,NO,285,2586
2017,2017/4/11,VX,Dallas,New York,-5,10,NO,NO,176,1381
2017,2017/4/12,VX,Los Angeles,New York,-2,11,NO,NO,279,2475
2017,2017/4/13,VX,New York,Los Angeles,-7,5,NO,NO,320,2475
2017,2017/4/14,VX,New York,San Francisco,-6,7,NO,NO,345,2586
2017,2017/4/15,VX,San Francisco,New York,155,12,NO,NO,299,2586
2017,2017/4/16,VX,New York,San Francisco,-5,8,NO,NO,354,2586
2017,2017/4/17,VX,New York,San Francisco,27,6,NO,NO,356,2586
2017,2017/4/17,VX,Dallas,New York,64,6,NO,NO,197,1381
2017,2017/4/18,VX,Los Angeles,New York,1,12,NO,NO,285,2475
2017,2017/4/19,VX,New York,Los Angeles,-10,10,NO,NO,336,2475
2017,2017/4/2,VX,San Francisco,New York,34,11,NO,NO,286,2586
2017,2017/4/20,VX,San Francisco,New York,16,14,NO,NO,281,2586
2017,2017/4/21,VX,San Francisco,New York,-4,30,NO,NO,326,2586
2017,2017/4/21,VX,New York,Dallas,-4,7,NO,NO,203,1381
2017,2017/4/22,VX,Dallas,New York,146,6,NO,NO,160,1381
2017,2017/4/23,VX,Dallas,New York,-8,7,NO,NO,184,1381
2017,2017/4/24,VX,Los Angeles,New York,4,8,NO,NO,286,2475
2017,2017/4/25,VX,New York,Los Angeles,36,19,NO,NO,332,2475
2017,2017/4/26,VX,New York,San Francisco,87,5,NO,NO,353,2586
2017,2017/4/27,VX,New York,San Francisco,0,7,NO,NO,335,2586
2017,2017/4/28,VX,San Francisco,New York,0,10,NO,NO,298,2586
2017,2017/4/28,VX,New York,Dallas,10,5,NO,NO,206,1381
2017,2017/4/3,VX,San Francisco,New York,-5,9,NO,NO,304,2586
2017,2017/4/3,VX,Dallas,New York,-8,6,NO,NO,167,1381
2017,2017/4/30,VX,Los Angeles,New York,-4,9,NO,NO,297,2475
2017,2017/4/4,VX,New York,Los Angeles,28,7,NO,NO,329,2475
2017,2017/4/5,VX,Los Angeles,New York,-5,10,NO,NO,299,2475
2017,2017/4/6,VX,San Francisco,New York,197,10,NO,NO,302,2586
2017,2017/4/7,VX,San Francisco,New York,9,28,NO,NO,297,2586
2017,2017/4/7,VX,New York,Dallas,126,4,NO,NO,180,1381
2017,2017/4/8,VX,Dallas,New York,-7,5,NO,NO,186,1381
2017,2017/4/9,VX,Dallas,New York,-8,6,NO,NO,173,1381
2017,2017/4/1,B6,Boston,New York,,,YES,NO,,187
2017,2017/4/1,B6,San Francisco,New York,160,5,NO,NO,297,2586
2017,2017/4/1,B6,Boston,New York,-7,9,NO,NO,50,184
2017,2017/4/1,B6,New York,Boston,-9,6,NO,NO,38,187
2017,2017/4/1,B6,New York,Los Angeles,2,3,NO,NO,336,2475
2017,2017/4/2,B6,Los Angeles,New York,46,10,NO,NO,274,2475
2017,2017/4/2,B6,New York,Boston,-3,7,NO,NO,39,184
2017,2017/4/2,B6,New York,Boston,-11,10,NO,NO,43,184
2017,2017/4/3,B6,Rochester,New York,-7,8,NO,NO,50,264
2017,2017/4/3,B6,New York,Los Angeles,-10,6,NO,NO,343,2475
2017,2017/4/4,B6,New York,Houston,91,7,NO,NO,214,1428
2017,2017/4/4,B6,New York,Chicago,89,14,NO,NO,114,740
2017,2017/4/4,B6,Los Angeles,New York,-8,9,NO,NO,297,2475
2017,2017/4/5,B6,Boston,New York,-9,32,NO,NO,46,184
2017,2017/4/6,B6,New York,Boston,410,12,NO,NO,79,187
2017,2017/4/6,B6,New York,Boston,16,9,NO,NO,35,184
2017,2017/4/6,B6,New York,Boston,36,5,NO,NO,44,187
2017,2017/4/6,B6,New York,Washington,326,5,NO,NO,45,228
2017,2017/4/7,B6,Boston,New York,-9,6,NO,NO,44,184
2017,2017/4/7,B6,New York,Rochester,-1,3,NO,NO,53,264
2017,2017/4/9,B6,New York,Chicago,58,10,NO,NO,114,740
2017,2017/4/10,B6,New York,Boston,-3,5,NO,NO,47,184
2017,2017/4/10,B6,New York,Boston,-6,6,NO,NO,42,187
2017,2017/4/11,B6,Boston,New York,217,3,NO,NO,63,187
2017,2017/4/12,B6,Los Angeles,New York,-3,6,NO,NO,287,2475
2017,2017/4/12,B6,New York,Boston,32,9,NO,NO,35,184
2017,2017/4/12,B6,New York,Washington,-7,7,NO,NO,47,228
2017,2017/4/13,B6,New York,Los Angeles,-3,7,NO,NO,329,2475
2017,2017/4/13,B6,Los Angeles,New York,-9,4,NO,NO,296,2475
2017,2017/4/13,B6,Boston,New York,-6,7,NO,NO,42,187
2017,2017/4/14,B6,New York,Rochester,-8,3,NO,NO,57,264
2017,2017/4/14,B6,New York,Boston,-9,3,NO,NO,36,184
2017,2017/4/14,B6,New York,Los Angeles,92,3,NO,NO,325,2475
2017,2017/4/15,B6,Los Angeles,New York,-8,3,NO,NO,297,2475
2017,2017/4/15,B6,New York,Los Angeles,-11,12,NO,NO,321,2475
2017,2017/4/15,B6,New York,Los Angeles,41,12,NO,NO,322,2475
2017,2017/4/15,B6,New York,Washington,19,5,NO,NO,45,228
2017,2017/4/15,B6,New York,Boston,3,6,NO,NO,43,187
2017,2017/4/16,B6,New York,Boston,-3,13,NO,NO,41,187
2017,2017/4/16,B6,New York,Boston,63,6,NO,NO,41,187
2017,2017/4/16,B6,New York,Boston,-6,6,NO,NO,50,187
2017,2017/4/17,B6,New York,Los Angeles,-5,6,NO,NO,340,2475
2017,2017/4/17,B6,Boston,New York,-12,2,NO,NO,45,184
2017,2017/4/17,B6,New York,San Francisco,53,11,NO,NO,363,2586
2017,2017/4/18,B6,New York,Los Angeles,1,9,NO,NO,328,2475
2017,2017/4/18,B6,New York,Los Angeles,-4,23,NO,NO,334,2475
2017,2017/4/18,B6,Washington,New York,93,3,NO,NO,50,228
2017,2017/4/19,B6,San Francisco,New York,107,2,NO,NO,288,2586
2017,2017/4/20,B6,Boston,New York,156,5,NO,NO,42,184
2017,2017/4/20,B6,New York,Los Angeles,17,18,NO,NO,354,2475
2017,2017/4/21,B6,New York,Boston,-6,12,NO,NO,34,187
2017,2017/4/21,B6,Boston,New York,97,10,NO,NO,44,187
2017,2017/4/21,B6,New York,San Francisco,79,8,NO,NO,387,2586
2017,2017/4/21,B6,Washington,New York,102,5,NO,NO,44,228
2017,2017/4/22,B6,New York,Houston,-7,4,NO,NO,209,1428
2017,2017/4/22,B6,New York,Boston,0,4,NO,NO,35,187
2017,2017/4/22,B6,New York,Rochester,-11,5,NO,NO,56,264
2017,2017/4/22,B6,Los Angeles,New York,-10,4,NO,NO,290,2475
2017,2017/4/23,B6,New York,Los Angeles,-4,19,NO,NO,320,2475
2017,2017/4/23,B6,New York,San Francisco,67,6,NO,NO,367,2586
2017,2017/4/23,B6,New York,Los Angeles,1,8,NO,NO,333,2475
2017,2017/4/24,B6,New York,Boston,-4,6,NO,NO,44,187
2017,2017/4/24,B6,Los Angeles,New York,-5,3,NO,NO,295,2475
2017,2017/4/24,B6,New York,Boston,-10,3,NO,NO,41,184
2017,2017/4/24,B6,Boston,New York,71,8,NO,NO,53,184
2017,2017/4/24,B6,Washington,New York,191,5,NO,NO,45,228
2017,2017/4/25,B6,New York,San Francisco,-7,11,NO,NO,348,2586
2017,2017/4/26,B6,Los Angeles,New York,-6,5,NO,NO,292,2475
2017,2017/4/26,B6,New York,Chicago,-4,37,NO,NO,111,740
2017,2017/4/26,B6,New York,Washington,73,5,NO,NO,44,228
2017,2017/4/26,B6,New York,Washington,-10,4,NO,NO,45,228
2017,2017/4/27,B6,Los Angeles,New York,280,3,NO,NO,299,2475
2017,2017/4/27,B6,New York,Chicago,-8,36,NO,NO,113,740
2017,2017/4/28,B6,New York,Boston,-10,5,NO,NO,44,184
2017,2017/4/29,B6,New York,Boston,0,5,NO,NO,40,187
2017,2017/4/29,B6,Los Angeles,New York,0,5,NO,NO,307,2475
2017,2017/4/30,B6,San Francisco,New York,-7,2,NO,NO,332,2586
2017,2017/4/30,B6,Los Angeles,New York,3,2,NO,NO,322,2475
2017,2017/4/30,B6,San Francisco,New York,5,4,NO,NO,334,2586
2017,2017/4/30,B6,Los Angeles,New York,-1,9,NO,NO,327,2475
2017,2017/4/30,B6,Boston,New York,-11,9,NO,NO,45,184
2017,2017/4/9,NK,Chicago,New York,-11,11,NO,NO,97,733
2017,2017/4/1,DL,New York,Boston,-2,10,NO,NO,37,187
2017,2017/4/1,DL,Atlanta,New York,29,7,NO,NO,98,762
2017,2017/4/2,DL,New York,San Francisco,109,7,NO,NO,353,2586
2017,2017/4/2,DL,Los Angeles,New York,20,20,NO,NO,280,2475
2017,2017/4/2,DL,New York,Atlanta,-3,8,NO,NO,109,762
2017,2017/4/2,DL,Atlanta,New York,-2,5,NO,NO,99,762
2017,2017/4/3,DL,New York,Los Angeles,-3,5,NO,NO,347,2475
2017,2017/4/3,DL,Atlanta,New York,-7,11,NO,NO,101,762
2017,2017/4/3,DL,Atlanta,Rochester,205,4,NO,NO,86,749
2017,2017/4/3,DL,New York,Atlanta,85,8,NO,NO,149,762
2017,2017/4/3,DL,Boston,New York,4,12,NO,NO,42,184
2017,2017/4/4,DL,Los Angeles,New York,36,7,NO,NO,281,2475
2017,2017/4/13,DL,New York,Atlanta,0,8,NO,NO,109,762
2017,2017/4/13,DL,Los Angeles,New York,9,12,NO,NO,294,2475
2017,2017/4/14,DL,New York,Los Angeles,-4,9,NO,NO,310,2475
2017,2017/4/14,DL,San Francisco,New York,-7,19,NO,NO,292,2586
2017,2017/4/14,DL,Los Angeles,New York,-1,7,NO,NO,288,2475
2017,2017/4/14,DL,Atlanta,New York,-1,8,NO,NO,105,762
2017,2017/4/14,DL,New York,Boston,2,10,NO,NO,35,184
2017,2017/4/15,DL,New York,Boston,-5,4,NO,NO,40,187
2017,2017/4/15,DL,New York,Atlanta,-3,6,NO,NO,106,762
2017,2017/4/15,DL,Atlanta,New York,-4,6,NO,NO,101,762
2017,2017/4/15,DL,Atlanta,New York,79,8,NO,NO,101,762
2017,2017/4/16,DL,Atlanta,New York,-3,8,NO,NO,107,762
2017,2017/4/25,DL,New York,Boston,-4,8,NO,NO,33,184
2017,2017/4/26,DL,New York,Los Angeles,-4,9,NO,NO,334,2475
2017,2017/4/26,DL,Los Angeles,New York,55,18,NO,NO,286,2475
2017,2017/4/26,DL,Atlanta,New York,15,9,NO,NO,104,762
2017,2017/4/26,DL,New York,Boston,186,9,NO,NO,41,184
2017,2017/4/27,DL,New York,San Francisco,20,39,NO,NO,342,2586
2017,2017/4/27,DL,New York,Los Angeles,40,11,NO,NO,326,2475
2017,2017/4/27,DL,Los Angeles,New York,3,5,NO,NO,275,2475
2017,2017/4/27,DL,Boston,New York,-6,6,NO,NO,48,187
2017,2017/4/27,DL,Boston,New York,-10,6,NO,NO,43,184
2017,2017/4/28,DL,New York,Los Angeles,6,10,NO,NO,343,2475
2017,2017/4/28,DL,New York,Atlanta,16,6,NO,NO,106,762
2017,2017/4/28,DL,New York,Atlanta,-1,7,NO,NO,116,762
2017,2017/4/28,DL,Atlanta,New York,-7,10,NO,NO,100,762
2017,2017/4/4,DL,Atlanta,New York,51,4,NO,NO,98,762
2017,2017/4/4,DL,Boston,New York,107,5,NO,NO,48,184
2017,2017/4/5,DL,New York,San Francisco,-1,10,NO,NO,352,2586
2017,2017/4/5,DL,New York,Atlanta,,,YES,NO,,760
2017,2017/4/5,DL,Boston,New York,18,6,NO,NO,48,184
2017,2017/4/6,DL,San Francisco,New York,149,11,NO,NO,311,2586
2017,2017/4/6,DL,Boston,New York,48,6,NO,NO,52,184
2017,2017/4/7,DL,San Francisco,New York,141,16,NO,NO,284,2586
2017,2017/4/7,DL,Atlanta,New York,19,39,NO,NO,113,762
2017,2017/4/7,DL,Boston,New York,,,YES,NO,,187
2017,2017/4/16,DL,Atlanta,New York,-2,7,NO,NO,103,762
2017,2017/4/16,DL,New York,Atlanta,1,6,NO,NO,109,760
2017,2017/4/17,DL,Los Angeles,New York,6,8,NO,NO,284,2475
2017,2017/4/17,DL,Los Angeles,New York,6,6,NO,NO,279,2475
2017,2017/4/17,DL,New York,Atlanta,6,6,NO,NO,107,760
2017,2017/4/17,DL,New York,Los Angeles,0,7,NO,NO,357,2475
2017,2017/4/17,DL,San Francisco,New York,32,16,NO,NO,279,2586
2017,2017/4/17,DL,New York,Atlanta,-4,7,NO,NO,111,762
2017,2017/4/17,DL,Boston,New York,-3,7,NO,NO,64,184
2017,2017/4/18,DL,Los Angeles,New York,30,6,NO,NO,286,2475
2017,2017/4/18,DL,Rochester,Atlanta,-4,7,NO,YES,,749
2017,2017/4/18,DL,Atlanta,New York,11,14,NO,NO,118,762
2017,2017/4/18,DL,New York,Atlanta,-9,9,NO,NO,113,762
2017,2017/4/19,DL,New York,Boston,101,7,NO,NO,37,187
2017,2017/4/19,DL,San Francisco,New York,3,6,NO,NO,298,2586
2017,2017/4/19,DL,New York,Los Angeles,-1,6,NO,NO,333,2475
2017,2017/4/28,DL,Atlanta,New York,-1,8,NO,NO,103,762
2017,2017/4/28,DL,Atlanta,New York,-1,14,NO,NO,101,762
2017,2017/4/29,DL,San Francisco,New York,-5,25,NO,NO,308,2586
2017,2017/4/29,DL,New York,Atlanta,-3,8,NO,NO,119,762
2017,2017/4/30,DL,New York,San Francisco,84,6,NO,NO,352,2586
2017,2017/4/30,DL,New York,Atlanta,-3,6,NO,NO,112,760
2017,2017/4/30,DL,Los Angeles,New York,6,5,NO,NO,314,2475
2017,2017/4/30,DL,New York,Atlanta,-4,10,NO,NO,112,762
2017,2017/4/30,DL,Los Angeles,New York,9,6,NO,NO,290,2475
2017,2017/4/30,DL,New York,Atlanta,-1,7,NO,NO,104,762
2017,2017/4/7,DL,Boston,New York,-2,10,NO,NO,43,184
2017,2017/4/8,DL,New York,Los Angeles,8,29,NO,NO,320,2475
2017,2017/4/8,DL,New York,Atlanta,0,6,NO,NO,104,762
2017,2017/4/8,DL,New York,Atlanta,167,4,NO,NO,101,762
2017,2017/4/8,DL,Rochester,Atlanta,46,26,NO,NO,99,749
2017,2017/4/9,DL,Atlanta,New York,70,10,NO,NO,112,760
2017,2017/4/9,DL,Los Angeles,New York,84,3,NO,NO,276,2475
2017,2017/4/9,DL,Atlanta,New York,105,14,NO,NO,114,760
2017,2017/4/10,DL,San Francisco,New York,44,6,NO,NO,308,2586
2017,2017/4/10,DL,New York,Atlanta,0,7,NO,NO,103,760
2017,2017/4/10,DL,New York,Boston,-7,8,NO,NO,44,187
2017,2017/4/19,DL,New York,Boston,-3,11,NO,NO,40,184
2017,2017/4/20,DL,New York,Atlanta,-2,9,NO,NO,108,760
2017,2017/4/20,DL,New York,Atlanta,-3,4,NO,NO,110,762
2017,2017/4/20,DL,Los Angeles,New York,17,8,NO,NO,280,2475
2017,2017/4/20,DL,Los Angeles,New York,-1,15,NO,NO,308,2475
2017,2017/4/20,DL,Rochester,Atlanta,-7,5,NO,NO,104,749
2017,2017/4/20,DL,Boston,New York,63,6,NO,NO,49,184
2017,2017/4/21,DL,New York,Atlanta,-5,6,NO,NO,110,760
2017,2017/4/21,DL,New York,San Francisco,-2,15,NO,NO,353,2586
2017,2017/4/21,DL,Atlanta,New York,-3,4,NO,NO,111,760
2017,2017/4/21,DL,New York,Atlanta,7,6,NO,NO,114,762
2017,2017/4/21,DL,Atlanta,New York,0,11,NO,NO,100,762
2017,2017/4/21,DL,Atlanta,New York,-4,5,NO,NO,134,762
2017,2017/4/22,DL,New York,Atlanta,-6,6,NO,NO,112,760
2017,2017/4/22,DL,Atlanta,Rochester,-3,3,NO,NO,90,749
2017,2017/4/22,DL,New York,Atlanta,7,3,NO,NO,123,762
2017,2017/4/22,DL,Atlanta,Rochester,13,6,NO,NO,95,749
2017,2017/4/22,DL,Atlanta,New York,1,9,NO,NO,99,760
2017,2017/4/10,DL,New York,Atlanta,28,9,NO,NO,108,762
2017,2017/4/10,DL,New York,Boston,7,8,NO,NO,38,184
2017,2017/4/11,DL,New York,Los Angeles,4,44,NO,NO,326,2475
2017,2017/4/11,DL,Atlanta,New York,-1,6,NO,NO,105,762
2017,2017/4/12,DL,Los Angeles,New York,-4,9,NO,NO,281,2475
2017,2017/4/12,DL,Los Angeles,New York,22,25,NO,NO,280,2475
2017,2017/4/12,DL,Atlanta,New York,-4,16,NO,NO,101,762
2017,2017/4/12,DL,New York,Boston,-1,11,NO,NO,35,184
2017,2017/4/12,DL,New York,Boston,-5,9,NO,NO,33,187
2017,2017/4/13,DL,San Francisco,New York,3,9,NO,NO,301,2586
2017,2017/4/13,DL,Boston,New York,14,14,NO,NO,47,187
2017,2017/4/22,DL,Boston,New York,-2,9,NO,NO,53,187
2017,2017/4/23,DL,New York,Atlanta,-5,9,NO,NO,124,762
2017,2017/4/23,DL,Rochester,Atlanta,-8,7,NO,NO,119,749
2017,2017/4/24,DL,New York,Los Angeles,15,18,NO,NO,330,2475
2017,2017/4/24,DL,New York,San Francisco,54,24,NO,NO,345,2586
2017,2017/4/24,DL,New York,Atlanta,41,5,NO,NO,115,762
2017,2017/4/24,DL,Boston,New York,27,5,NO,NO,49,184
2017,2017/4/25,DL,San Francisco,New York,46,11,NO,NO,295,2586
2017,2017/4/25,DL,Atlanta,New York,103,3,NO,NO,111,762
2017,2017/4/7,AA,New York,Los Angeles,142,9,NO,NO,340,2475
2017,2017/4/3,AA,Los Angeles,New York,-6,5,NO,NO,285,2475
2017,2017/4/29,AA,Los Angeles,New York,-7,7,NO,NO,339,2475
2017,2017/4/25,AA,New York,Los Angeles,-6,14,NO,NO,339,2475
2017,2017/4/21,AA,Los Angeles,New York,0,5,NO,NO,283,2475
2017,2017/4/20,AA,New York,San Francisco,-7,5,NO,NO,364,2586
2017,2017/4/17,AA,Los Angeles,New York,-9,5,NO,NO,287,2475
2017,2017/4/15,AA,San Francisco,New York,127,7,NO,NO,304,2586
2017,2017/4/16,AA,New York,San Francisco,-1,8,NO,NO,360,2586
2017,2017/4/15,AA,San Francisco,New York,-6,8,NO,NO,314,2586
2017,2017/4/26,AA,San Francisco,New York,166,5,NO,NO,296,2586
2017,2017/4/23,AA,New York,Los Angeles,-3,35,NO,NO,339,2475
2017,2017/4/26,AA,New York,Los Angeles,14,10,NO,NO,333,2475
2017,2017/4/22,AA,Los Angeles,New York,-3,4,NO,NO,301,2475
2017,2017/4/21,AA,Los Angeles,New York,42,6,NO,NO,279,2475
2017,2017/4/19,AA,Los Angeles,New York,29,8,NO,NO,286,2475
2017,2017/4/15,AA,New York,Los Angeles,-5,11,NO,NO,331,2475
2017,2017/4/11,AA,Los Angeles,New York,-5,4,NO,NO,285,2475
2017,2017/4/1,AA,San Francisco,New York,-10,7,NO,NO,339,2586
2017,2017/4/4,AA,New York,San Francisco,-4,4,NO,NO,356,2586
2017,2017/4/5,AA,Los Angeles,New York,26,14,NO,NO,298,2475
2017,2017/4/5,AA,New York,Los Angeles,0,7,NO,NO,333,2475
2017,2017/4/1,AA,Boston,New York,129,5,NO,NO,40,187
2017,2017/4/27,AA,Boston,New York,205,8,NO,NO,59,187
2017,2017/4/11,AA,Washington,New York,75,8,NO,NO,53,213
2017,2017/4/3,AA,New York,Los Angeles,-6,9,NO,NO,337,2475
2017,2017/4/29,AA,New York,Los Angeles,-5,13,NO,NO,330,2475
2017,2017/4/25,AA,Los Angeles,New York,-11,6,NO,NO,295,2475
2017,2017/4/8,AA,Chicago,New York,-4,6,NO,NO,108,740
2017,2017/4/5,AA,New York,Los Angeles,-6,7,NO,NO,333,2475
2017,2017/4/23,AA,San Francisco,New York,3,8,NO,NO,292,2586
2017,2017/4/23,AA,New York,Los Angeles,-5,12,NO,NO,338,2475
2017,2017/4/24,AA,Los Angeles,New York,10,15,NO,NO,296,2475
2017,2017/4/24,AA,New York,San Francisco,116,10,NO,NO,366,2586
